,Date,Device_ID,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Fail
65,2020/07/06,Radar3iH75,109334872,0,0,0,8,494100,0,0,0,0
66,2020/07/06,Radar3yG57,116880048,0,0,0,6,351724,0,0,0,0
67,2020/07/06,Radar3tt36,179843184,0,0,0,10,267356,0,0,0,0
68,2020/07/06,Radar3kb86,196279264,0,0,0,11,236240,0,0,22,0
69,2020/07/06,Radar3EQ90,84636064,0,1,6,13,267946,0,0,1,0
70,2020/07/06,Radar3XG19,54220992,0,4,0,98,248925,0,0,20,0
71,2020/07/06,Radar3cE56,20162120,0,0,0,13,263450,0,0,0,0
72,2020/07/06,Radar3zJ29,47693816,0,0,0,11,267033,0,0,2,0
73,2020/07/06,Radar3GR10,41963968,0,8,0,58,249141,0,0,2,0
74,2020/07/06,Radar3wN30,211557024,0,0,0,63,248175,0,0,1,0
75,2020/07/06,Radar3cV46,146825200,0,0,0,59,248496,0,0,1,0
76,2020/07/06,Radar3hp22,215192384,0,0,0,8,329101,0,0,0,0
77,2020/07/06,Radar3ls57,219032688,0,0,0,17,223093,0,0,0,0
78,2020/07/06,Radar3da74,59816592,0,62,0,95,251838,0,0,145,0
79,2020/07/06,Radar3Jy27,7308088,0,0,0,9,294052,0,0,0,0
80,2020/07/06,Radar3xP36,43227600,0,0,0,9,320642,0,0,0,0
81,2020/07/06,Radar3aw70,222525672,0,1,0,9,266607,0,0,0,0
82,2020/07/06,Radar3nH46,122998344,80,0,0,8,267381,0,0,0,0
83,2020/07/06,Radar3VK45,26889376,0,0,0,6,262528,0,0,0,0
84,2020/07/06,Radar3DB20,163134192,0,0,0,8,318008,0,0,1,0
85,2020/07/06,Radar3gG12,16809336,0,0,0,7,337112,0,0,1,0
86,2020/07/06,Radar3TK32,28133968,0,0,0,13,206683,0,0,0,0
87,2020/07/06,Radar3Te76,190761032,0,1,0,12,484951,0,0,3,0
88,2020/07/06,Radar3Nw13,18086128,0,0,0,68,250944,0,0,0,0
89,2020/07/06,Radar3CE18,29392840,0,0,0,8,333212,0,0,10,0
90,2020/07/06,Radar3Tz72,167929456,0,0,0,61,245922,0,0,0,0
91,2020/07/06,Radar3Zq98,68155064,0,0,6,6,199187,0,0,0,0
92,2020/07/06,Radar3AB66,100084488,0,0,0,8,327576,0,0,0,0
93,2020/07/06,Radar3MK44,109456224,0,0,0,14,479932,0,0,0,0
94,2020/07/06,Radar3Lj45,109509632,0,1,6,10,486027,0,0,33,0
95,2020/07/06,Radar3bs65,227583712,0,0,0,12,485983,0,0,0,0
96,2020/07/06,Radar3HE36,170078880,0,0,0,8,221403,0,0,0,0
97,2020/07/06,Radar3xN62,142667760,0,0,0,6,314373,0,0,1,0
98,2020/07/06,Radar3Ss90,40420760,0,0,0,16,336265,0,0,0,0
99,2020/07/06,Radar3Ay90,46183304,0,0,0,10,267517,0,0,0,0
100,2020/07/06,Radar3QA51,12577304,0,0,0,8,267955,0,0,0,0
101,2020/07/06,Radar3hf79,12194976,0,0,0,16,360146,0,0,0,0
102,2020/07/06,Radar3LA28,38551320,0,0,0,90,249179,0,0,0,0
103,2020/07/06,Radar3ph73,2738448,0,0,0,10,258391,0,0,0,0
104,2020/07/06,Radar3CK43,165622160,0,0,0,16,354157,0,0,0,0
105,2020/07/06,Radar3kc49,242574448,0,0,0,9,211072,0,0,0,0
106,2020/07/06,Radar3Km95,3019320,0,0,0,8,269210,0,0,0,0
107,2020/07/06,Radar3Sm60,63302848,0,0,0,10,328421,0,0,0,0
108,2020/07/06,Radar3EA51,154908416,0,0,0,11,237426,0,0,0,0
109,2020/07/06,Radar3Cb80,137661528,0,0,0,7,36,0,0,0,0
110,2020/07/06,Radar3GG36,9128536,0,0,0,7,36,0,0,0,0
111,2020/07/06,Radar3pv36,121748112,0,0,0,8,235228,0,0,0,0
112,2020/07/06,Radar3HV82,200259528,0,0,0,15,253629,0,0,0,0
113,2020/07/06,Radar3Ye78,241652344,0,0,0,8,214954,0,0,0,0
114,2020/07/06,Radar3QJ57,169609856,0,0,0,8,221491,8,8,0,0
115,2020/07/06,Radar3mt48,223886776,0,0,0,16,350024,0,0,0,0
116,2020/07/06,Radar4Zv27,74404312,0,0,0,9,220594,0,0,1,0
117,2020/07/06,Radar4LV78,218108128,0,0,0,8,219081,0,0,0,0
118,2020/07/06,Radar4hJ91,232558528,0,9,215,3,341154,0,0,1,0
119,2020/07/06,Radar4sD11,187412856,0,0,0,19,351189,0,0,0,0
120,2020/07/06,Radar4Ag93,101923928,0,0,6,10,240091,0,0,0,0
121,2020/07/06,Radar4xx37,149853592,0,0,0,8,234555,0,0,1,0
122,2020/07/06,Radar4NY39,225468480,0,0,0,6,258226,0,0,0,0
123,2020/07/06,Radar4hg77,141290096,0,21,0,23,351500,0,0,33,0
124,2020/07/06,Radar4TR86,85968000,0,0,0,16,356850,0,0,0,0
125,2020/07/06,Radar4AP82,15076344,2456,0,0,12,241251,0,0,0,0
126,2020/07/06,Radar4RZ15,216937232,0,0,0,8,214381,0,0,0,0
127,2020/07/06,Radar4hL35,112009344,0,0,0,11,214934,0,0,1,0
128,2020/07/06,Radar4RL80,4762368,0,0,0,10,221442,0,0,0,0
129,2020/07/06,Radar4Qt97,130457360,0,0,0,11,237110,0,0,0,0
130,2020/07/06,Radar4hV72,132494232,0,0,0,10,241164,0,0,4,0
131,2020/07/06,Radar4yj73,196670216,0,0,0,9,240217,0,0,0,0
132,2020/07/06,Radar4eQ45,75729608,0,0,0,11,215369,0,0,0,0
133,2020/07/06,Radar4yi99,134620880,0,0,0,8,263416,0,0,0,0
134,2020/07/06,Radar4yl32,220260744,0,0,0,15,279879,0,0,0,0
135,2020/07/06,Radar4HE25,133042824,0,0,0,10,2054,0,0,0,0
136,2020/07/06,Radar4cG99,209892416,0,0,0,9,25,0,0,1,0
137,2020/07/06,Radar4JH10,210611872,0,0,0,7,31,0,0,0,0
138,2020/07/06,Radar4YN54,106756336,0,61,0,15,78,0,0,0,0
139,2020/07/06,Radar4Xb96,51558904,56,0,12,8,139878,0,0,0,0
140,2020/07/06,Radar4dH17,242650496,0,0,0,15,52,0,0,0,0
141,2020/07/06,Radar4ui10,64287688,0,0,0,9,239568,0,0,0,0
142,2020/07/06,Radar4nW22,127204600,0,0,0,9,251219,0,0,0,0
143,2020/07/06,Radar4YI98,220974304,0,0,0,16,297637,0,0,0,0
144,2020/07/06,Radar4kV60,18926888,0,0,0,19,354245,0,0,0,0
145,2020/07/06,Radar4Uh49,126769680,0,1,0,11,241911,0,0,2,0
146,2020/07/06,Radar4is82,45624288,0,0,0,7,31,0,0,0,0
147,2020/07/06,Radar4IG16,81578960,88,0,0,9,29,0,0,0,0
148,2020/07/06,Radar4tX31,204116144,0,34,0,23,308055,0,0,205,0
149,2020/07/06,Radar4BP71,109834888,0,0,0,9,238671,0,0,0,0
150,2020/07/06,Radar4pX14,129337032,0,7,0,8,237319,0,0,0,0
151,2020/07/06,Radar4kY13,122577416,552,0,0,11,241048,0,0,0,0
152,2020/07/06,Radar4Zy81,117260064,0,0,0,9,238430,0,0,0,0
153,2020/07/06,Radar4qQ45,170852448,0,0,0,9,215912,0,0,0,0
154,2020/07/06,Radar4zW26,207373888,0,0,0,19,340854,0,0,1,0
155,2020/07/06,Radar4pQ87,55800728,0,0,112,20,359054,0,0,0,0
156,2020/07/06,Radar4SZ18,213618936,0,0,0,9,213557,0,0,0,0
157,2020/07/06,Radar4ve16,7128208,0,0,0,9,240060,0,0,0,0
158,2020/07/06,Radar4mH54,178623568,0,0,0,8,262963,0,0,0,0
159,2020/07/06,Radar4CZ22,122696496,0,0,0,6,19160,0,0,0,0
160,2020/07/06,Radar4Hi54,17823736,176,0,0,15,52,0,0,0,0
161,2020/07/06,Radar4jL67,187612928,0,0,0,11,239638,0,0,0,0
162,2020/07/06,Radar4Dh87,243494912,0,0,0,9,215793,0,0,0,0
163,2020/07/06,Radar4gK88,154137544,0,0,0,15,52,0,0,0,0
164,2020/07/06,Radar4RY41,237702296,0,0,0,10,31,0,0,0,0
165,2020/07/06,Radar4Av89,200376304,0,0,0,11,241579,0,0,0,0
166,2020/07/06,Radar4Ac57,39200264,0,0,0,11,238807,0,0,4,0
167,2020/07/06,Radar4LQ25,194297968,0,0,0,12,42,0,0,0,0
168,2020/07/06,Radar4hB97,125108528,0,0,0,4,9,0,0,0,0
169,2020/07/06,Radar4MU91,116785040,0,0,0,10,31,0,0,0,0
170,2020/07/06,Radar4wq95,91647480,0,0,0,16,53,0,0,0,0
171,2020/07/06,Radar4Vh58,89627640,0,0,13,5,257797,0,0,0,0
172,2020/07/06,Radar4uo16,60129456,0,0,0,6,28,0,0,0,0
173,2020/07/06,Radar4aX38,206580800,0,0,0,6,236976,0,0,0,0
174,2020/07/06,Radar4bU97,117180248,0,0,0,6,254055,0,0,0,0
175,2020/07/06,Radar4ZX38,202348336,0,0,0,6,253040,0,0,0,0
176,2020/07/06,Radar4AW28,222209672,0,0,0,39,402959,0,0,0,0
177,2020/07/06,Radar5on61,140489656,0,0,0,7,304652,0,0,18,0
178,2020/07/06,Radar5bF46,122019296,0,0,0,38,404221,0,0,0,0
179,2020/07/06,Radar5ew87,225488040,0,0,0,7,267891,0,0,0,0
180,2020/07/06,Radar5LW59,114883240,0,0,0,8,264017,0,0,0,0
181,2020/07/06,Radar5uK75,51193672,0,0,0,9,266179,0,0,0,0
182,2020/07/06,Radar5av14,72479488,0,0,0,7,266475,0,0,0,0
183,2020/07/06,Radar5cU62,142989552,0,0,0,66,251568,0,0,0,0
184,2020/07/06,Radar5BI70,147717264,0,2,0,94,250519,0,0,0,0
185,2020/07/06,Radar5Dj41,7917472,0,0,0,6,326212,0,0,0,0
186,2020/07/06,Radar5GI18,47500960,0,0,0,11,341196,0,0,0,0
187,2020/07/06,Radar5Lh46,51271104,0,0,0,60,248395,0,0,0,0
188,2020/07/06,Radar5UU23,129498160,0,0,0,60,249052,0,0,0,0
189,2020/07/06,Radar5SX21,87743208,0,0,0,63,249022,0,0,0,0
190,2020/07/06,Radar5AT32,166480656,0,0,0,12,328523,0,0,1,0
191,2020/07/06,Radar5Fg32,46762808,0,0,0,7,327003,0,0,0,0
192,2020/07/06,Radar5HA22,233872128,0,0,0,6,332590,0,0,0,0
193,2020/07/06,Radar5Li58,172351640,0,0,0,9,462567,0,0,0,0
194,2020/07/06,Radar5FJ55,35817824,0,0,0,11,465251,0,0,0,0
195,2020/07/06,Radar5RR98,37908240,0,0,0,11,480663,0,0,0,0
196,2020/07/06,Radar5cr56,71770200,0,0,0,11,479523,0,0,0,0
197,2020/07/06,Radar5Px24,46523776,0,0,0,10,470389,0,0,0,0
198,2020/07/06,Radar5Hd99,486432,0,0,0,11,468588,0,0,0,0
199,2020/07/06,Radar5lK41,233696856,0,0,0,9,319906,0,0,10,0
200,2020/07/06,Radar5fh16,204890736,0,0,0,7,320700,0,0,1,0
201,2020/07/06,Radar5xu96,58429784,0,0,0,58,248772,0,0,2,0
202,2020/07/06,Radar5Cq47,18692976,0,1,0,78,248180,0,0,104,0
203,2020/07/06,Radar5vW92,60116496,0,0,0,10,476645,0,0,1,0
204,2020/07/06,Radar5YV85,123784960,0,0,0,9,482856,0,0,0,0
205,2020/07/06,Radar5ge17,1393184,0,0,0,10,478850,0,0,0,0
206,2020/07/06,Radar5MC94,215517216,0,0,0,8,321338,0,0,2,0
207,2020/07/06,Radar5go43,111198152,0,0,0,11,484495,0,0,0,0
208,2020/07/06,Radar5id44,236681032,0,0,0,10,469313,0,0,0,0
209,2020/07/06,Radar5BG58,71759456,0,0,0,8,329831,0,0,0,0
210,2020/07/06,Radar5ga19,27758392,0,0,0,7,329340,0,0,0,0
211,2020/07/06,Radar5KZ54,56004624,0,0,0,7,334164,0,0,0,0
212,2020/07/06,Radar5Pl55,185767552,0,0,0,8,320014,0,0,0,0
213,2020/07/06,Radar5ZO13,156790536,0,0,0,7,335358,0,0,0,0
214,2020/07/06,Radar5wK15,169956320,0,0,0,10,465914,0,0,0,0
215,2020/07/06,Radar5xL70,64296352,0,0,0,8,336561,0,0,1,0
216,2020/07/06,Radar5Ok71,48399064,0,0,0,10,480427,0,0,0,0
217,2020/07/06,Radar5Xb99,137795264,0,0,6,57,249288,0,0,1,0
218,2020/07/06,Radar5ao32,71860696,0,0,0,11,482357,0,0,0,0
219,2020/07/06,Radar5eK16,196577352,0,0,0,8,263966,0,0,0,0
220,2020/07/06,Radar5bp95,141562376,0,0,0,57,249097,0,0,0,0
221,2020/07/06,Radar5TV26,126940192,0,0,0,9,268931,0,0,11,0
222,2020/07/06,Radar5At58,175939912,0,0,0,68,248933,0,0,0,0
223,2020/07/06,Radar5ze32,20480768,1176,0,0,7,304990,0,0,2,0
224,2020/07/06,Radar5Tv53,39733168,0,107,4,9,246775,0,0,13,0
225,2020/07/06,Radar5Oz63,193981776,0,0,0,9,264272,0,0,0,0
226,2020/07/06,Radar5gU73,77317808,0,0,0,10,268031,0,0,0,0
227,2020/07/06,Radar5GB20,228855536,0,0,0,8,264995,0,0,0,0
228,2020/07/06,Radar5Hr68,197139728,0,0,0,64,209522,0,0,1,0
229,2020/07/06,Radar5Iv27,240673576,0,15,0,95,250838,0,0,155,0
230,2020/07/06,Radar5fy71,16547640,0,0,0,89,241158,0,0,0,0
231,2020/07/06,Radar5JZ47,23761168,0,0,0,5,220839,0,0,0,0
232,2020/07/06,Radar5IW50,155596440,0,0,0,8,191790,0,0,1,0
233,2020/07/06,Radar6Ff24,176113056,0,0,0,6,363902,0,0,0,0
234,2020/07/06,Radar6WK41,142126840,0,0,0,8,201851,0,0,0,0
235,2020/07/06,Radar6fi10,177761256,0,0,3,7,211702,0,0,0,0
236,2020/07/06,Radar6fH31,7067064,0,0,0,8,215073,0,0,0,0
237,2020/07/06,Radar6cS58,202777288,0,0,0,8,174892,0,0,0,0
238,2020/07/06,Radar6PW32,67049656,0,0,0,8,214574,0,0,0,0
239,2020/07/06,Radar6qC11,192601368,0,0,0,8,220277,0,0,9,0
240,2020/07/06,Radar6uM39,91932984,0,1,10,3,217263,0,0,0,0
241,2020/07/06,Radar6vM47,238202680,0,0,0,8,262089,0,0,0,0
242,2020/07/06,Radar6dl61,60296032,0,0,0,8,236008,0,0,0,0
243,2020/07/06,Radar6oI75,151434104,0,0,0,16,53,0,0,5,0
244,2020/07/06,Radar6HP72,219824976,0,0,0,18,55,0,0,0,0
245,2020/07/06,Radar6ei99,217758240,0,0,0,7,265235,0,0,0,0
246,2020/07/06,Radar6TQ20,10712336,0,0,0,7,204865,0,0,0,0
247,2020/07/06,Radar6Bb88,178271976,0,0,0,7,236210,0,0,0,0
248,2020/07/06,Radar6qs52,226319144,0,0,0,11,32,0,0,1,0
249,2020/07/06,Radar6ld29,107555592,0,0,0,16,52,0,0,0,0
250,2020/07/06,Radar6qE35,115499984,0,0,0,8,351328,0,0,12,0
251,2020/07/06,Radar6eg48,142288456,0,0,0,5,220095,0,0,0,0
252,2020/07/07,Radar1cy50,235609256,0,0,0,17,329906,0,0,3,0
253,2020/07/07,Radar1gI79,199960280,0,1,0,15,331830,0,0,0,0
254,2020/07/07,Radar1SX63,18736216,48,0,0,8,268930,0,0,0,0
255,2020/07/07,Radar1Kd59,165081496,0,0,0,5,255349,0,0,0,0
256,2020/07/07,Radar1Fw83,94109952,1776,0,3,7,409722,0,0,2,0
257,2020/07/07,Radar1Rf44,219132280,0,0,0,8,409688,0,0,1,0
258,2020/07/07,Radar1Dh98,133165016,296,0,0,10,419869,0,0,0,0
259,2020/07/07,Radar1EP53,175175560,0,0,0,6,262196,8,8,0,0
260,2020/07/07,Radar1Dx90,217389880,0,0,0,8,375000,0,0,2,0
261,2020/07/07,Radar1go82,147490912,0,0,0,5,293493,0,0,0,0
262,2020/07/07,Radar1ww66,169682472,2664,0,6,8,377020,0,0,0,0
263,2020/07/07,Radar1Kt51,165750264,0,0,0,9,265990,0,0,0,0
264,2020/07/07,Radar1iv67,15652400,0,0,0,17,269105,0,0,0,0
265,2020/07/07,Radar1lM68,95383384,0,0,0,10,262854,0,0,0,0
266,2020/07/07,Radar1df53,190448728,0,0,0,10,230966,0,0,0,0
267,2020/07/07,Radar1tW39,15104144,0,0,0,10,269407,0,0,0,0
268,2020/07/07,Radar1YJ95,16833240,0,0,0,92,249119,0,0,0,0
269,2020/07/07,Radar1jS19,22274440,0,0,0,8,263083,0,0,0,0
270,2020/07/07,Radar1lG91,163125184,0,0,0,70,249328,0,0,0,0
271,2020/07/07,Radar1sQ12,75467320,0,0,6,9,266638,0,0,0,0
272,2020/07/07,Radar1vF33,173524392,0,0,0,62,217790,0,0,0,0
273,2020/07/07,Radar1og18,10653424,0,0,0,10,269084,0,0,0,0
274,2020/07/07,Radar1IE92,126345312,0,0,0,58,249261,0,0,0,0
275,2020/07/07,Radar1VX53,212043168,0,0,0,63,251398,0,0,0,0
276,2020/07/07,Radar1IW47,52217352,0,0,0,9,264594,0,0,0,0
277,2020/07/07,Radar1oB96,89765440,0,0,0,9,265668,0,0,9,0
278,2020/07/07,Radar1Jb73,22556256,0,0,0,92,247009,0,0,1,0
279,2020/07/07,Radar1bL25,54810344,0,0,0,67,251127,0,0,0,0
280,2020/07/07,Radar1HX26,73031552,0,0,4,91,251703,0,0,0,0
281,2020/07/07,Radar1PN43,3357000,0,5,6,95,250869,0,0,0,0
282,2020/07/07,Radar1JP91,83185816,0,0,0,8,257542,0,0,0,0
283,2020/07/07,Radar1jo43,122478400,0,0,0,8,266693,0,0,0,0
284,2020/07/07,Radar1WX76,54236032,0,0,0,8,262082,16,16,0,0
285,2020/07/07,Radar1vR77,232962288,0,0,30,42,371653,0,0,14,0
286,2020/07/07,Radar1bV60,83046568,0,0,0,10,268355,0,0,0,0
287,2020/07/07,Radar1Ns82,187788632,0,0,0,8,328772,0,0,7,0
288,2020/07/07,Radar1JU24,43581704,0,0,0,12,479993,0,0,0,0
289,2020/07/07,Radar1Fj19,243047752,0,0,0,12,483637,0,0,0,0
290,2020/07/07,Radar1Ce68,2061616,0,0,0,7,320697,0,0,0,0
291,2020/07/07,Radar1ws59,208251512,8,0,1,6,328700,0,0,0,0
292,2020/07/07,Radar1fe87,94830496,0,0,0,6,328242,0,0,4,0
293,2020/07/07,Radar1Sl25,176974048,0,0,6,60,251235,0,0,0,0
294,2020/07/07,Radar1TY97,99627192,0,0,0,8,274149,0,0,0,0
295,2020/07/07,Radar1My73,219096536,0,0,0,6,232288,0,0,6,0
296,2020/07/07,Radar1cu67,158167520,0,0,0,9,231037,0,0,0,0
297,2020/07/07,Radar1yd89,165480368,0,0,0,8,213610,0,0,0,0
298,2020/07/07,Radar1SE88,216500280,0,0,0,11,238598,0,0,0,0
299,2020/07/07,Radar1Gn56,92203168,0,0,0,7,273898,0,0,0,0
300,2020/07/07,Radar1rt86,207685704,0,0,0,8,278322,0,0,0,0
301,2020/07/07,Radar1JY60,227295208,0,0,0,13,273051,0,0,0,0
302,2020/07/07,Radar1Hb22,221396864,0,0,0,11,239011,0,0,1,0
303,2020/07/07,Radar1mT19,173546296,0,0,0,7,277051,0,0,0,0
304,2020/07/07,Radar1Wm58,33689696,0,0,0,13,277365,0,0,0,0
305,2020/07/07,Radar1fm95,107424936,0,0,0,12,215314,0,0,0,0
306,2020/07/07,Radar1Ys97,55698392,0,0,0,9,273812,0,0,26,0
307,2020/07/07,Radar1xI82,192062576,0,0,0,12,279592,0,0,0,0
308,2020/07/07,Radar1PS56,76094288,0,0,0,8,189769,0,0,0,0
309,2020/07/07,Radar1zA48,224595256,0,0,0,16,267803,0,0,0,0
310,2020/07/07,Radar1vp14,123435696,0,1331,0,13,224897,0,0,34,0
311,2020/07/07,Radar1GN90,132694832,0,0,0,8,278447,0,0,0,0
312,2020/07/07,Radar1IP53,205823920,0,0,0,13,273944,0,0,0,0
313,2020/07/07,Radar1mc39,76693144,0,2,0,12,273726,0,0,34,0
314,2020/07/07,Radar1Is27,12232704,0,0,6,8,274276,0,0,0,0
315,2020/07/07,Radar1Vm30,124863640,584,0,6,6,266356,0,0,0,0
316,2020/07/07,Radar1ZD55,11073312,0,0,0,13,269545,0,0,0,0
317,2020/07/07,Radar1fE83,122904664,0,0,0,8,242096,0,0,0,0
318,2020/07/07,Radar1IV24,237161032,0,0,0,14,263768,0,0,0,0
319,2020/07/07,Radar1EU70,127649112,0,0,0,12,237530,0,0,0,0
320,2020/07/07,Radar1DW16,207107160,0,0,0,11,274833,0,0,0,0
321,2020/07/07,Radar1wu99,204899528,112,0,0,8,273634,8,8,0,0
322,2020/07/07,Radar1Cc14,175089472,0,0,0,17,256803,0,0,0,0
323,2020/07/07,Radar1md22,2983856,0,0,0,11,239780,0,0,0,0
324,2020/07/07,Radar1FQ97,28133072,0,220,0,8,273256,0,0,24,0
325,2020/07/07,Radar1bQ21,30462032,0,0,0,12,273484,0,0,0,0
326,2020/07/07,Radar1Ey58,230615984,0,1,0,7,279223,0,0,7,0
327,2020/07/07,Radar1Ik10,26858000,0,0,0,12,235632,0,0,0,0
328,2020/07/07,Radar1Zu98,1063752,440,0,1,10,279156,0,0,0,0
329,2020/07/07,Radar1AI38,141468680,0,0,0,14,263727,0,0,0,0
330,2020/07/07,Radar1bs51,27947488,0,0,0,11,277078,0,0,0,0
331,2020/07/07,Radar1jZ35,108322000,432,0,0,10,269709,0,0,0,0
332,2020/07/07,Radar1lg77,229231672,0,2693,0,12,300289,0,0,2522,0
333,2020/07/07,Radar1iM87,36150552,0,0,0,8,269689,0,0,0,0
334,2020/07/07,Radar1ob37,88610064,0,0,0,13,339348,0,0,8,0
335,2020/07/07,Radar1zZ13,1986384,0,0,0,13,241674,0,0,0,0
336,2020/07/07,Radar1UT96,11502128,0,10,0,12,278423,0,0,42,0
337,2020/07/07,Radar1lC67,36574904,0,0,0,6,278351,0,0,0,0
338,2020/07/07,Radar1pf41,223914600,0,0,0,8,270771,0,0,0,0
339,2020/07/07,Radar1YG67,181602832,0,0,0,12,273344,0,0,0,0
340,2020/07/07,Radar1vI80,38945520,0,0,0,8,278399,0,0,0,0
341,2020/07/07,Radar1pA22,154744136,0,0,0,11,216287,0,0,0,0
342,2020/07/07,Radar1WV63,237130720,0,0,0,8,215952,0,0,0,0
343,2020/07/07,Radar1BE91,184762464,0,0,0,8,213609,0,0,0,0
